numero_aviso;fecha_creacion;tipo_carroceria;marca;linea;version;modelo;version_hechos;codigo_irs;nombre_irs;piezas_totales;piezas_cambio;estado_aviso
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02030015nnnn;broche tapizado puerta;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02090144nidn;puerta delantero izquierdo;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02020024eidn;cinta posterior puerta delantero izquierdo;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02090029nids;bisagra superior puerta delantero izquierdo;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02100137nidn;tapizado puerta delantero izquierdo;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02090067nidn;guardafango izquierdo;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02020015eidn;cinta anterior puerta delantero izquierdo;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;02090024nidi;bisagra inferior puerta delantero izquierdo;9;9;ENTREGADO
234114;2024-12-23 11:45:23.585000;;KIA;CERATO PRO [2];ZENITH MT 1600CC 4P 2AB ABS R17;2018;el asegurado se dispuso a abrir la puerta de su vehiculo y en ese momento colisiona con el vehiculo de placas lkk399, el cual iba en marcha - vehiculos afectados: no - otros afectados: no;05060142nidn;barra tensora delantero izquierdo;9;9;ENTREGADO
138832;2024-03-21 11:01:07.695000;;BMW;X5;[G05] XDRIVE40I TP 3000CC T CT TC;2021;ubicacion: avenida caracas #08 sur hechos: estaba reversando e impacte contra un muro sobre la via danos: dano en el stop trasero externo izquierdo;03040041nitn;stop izquierdo;1;1;OBJETADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090207nnds;traviesa superior frontal;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;04030001ennn;sellante lamina;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;05050021nddn;enfocador plastico derecho radiador;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090190nidn;soporte izquierdo bomper delantero;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090129nndn;persiana;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02080066nndn;empaque capo;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;03040015nddn;farola derecho;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090021nddn;bisagra derecho capo;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090112nndn;bomper delantero;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02020001ennn;calcomania a/a;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090186nddn;soporte derecho bomper delantero;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090200nndn;capo;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02020012ennn;calcomania precaucion / warning;14;14;ENTREGADO
93574;2023-10-29 20:34:45.750000;;NISSAN;NP 300 FRONTIER [2];2.5L MT 2500CC 4X2 AA 2AB ABS;2019;version de los hechos: me encontraba bajando por una carretera rural destapada por mi carril cuando despues d runa curva ciega va subiendo un motociclista invadiendo mi carril, por no atropella al senor doy direccion a la derecha y el vehiculo cae en una sanja y se golpea de frente con una pared como se ve en las fotos, la motocicleta continua y no se detiene, la velocidad era moderada 30km/hr por lo tanto las bolsas de aire no se estallan. ??hora del siniestro: 12:00 departamento: boyaca ciudad: samaca ??direccion ocurrencia siniestro: samaca boyaca vereda salamanca oficinas incarsa s.a.s;02090066nddn;guardafango derecho;14;14;ENTREGADO
225783;2024-12-02 08:10:14.192888;pickup;CHEVROLET;TRACKER 1;.2T;2022;al auto de adelante freno brusco, yo frene, el de atras me choco y yo choque al de adelante (el de adelante tenia seguro asi que se fue). no tengo los datos del que me choco por atras, ayer no supe que tramite hacer asi que quedamos citados al juzgado de curacavi para el 19-dic. - el capot quedo levantado, luz izquierd a rota, la rueda de atraz quedo chueca;02090104nndn;frontal completo del.;1;1;OBJETADO
232425;2024-12-18 08:31:32.940000;;NISSAN;KICKS [FL];EXCLUSIVE TP 1600CC R17 TC;2022;hechos:?el asegurado transitaba al interior de la glorieta de mayorca y se encontraba detenido sobre el carril central del costado sur de la rotonda esperando cambio de sem?foro cuando es golpeado en la punta trasera izquierda por una buseta que se aproxima desde atras por el carril izquierdo. el tercero permite que el asegurado tome foto de sus documentos y se retira antes de mi llegada. concepto de responsabilidad:?del tercero por falta de precauci?n al aproximarse a la fila de vehiculos detenidos - vehiculos afectados: no - otros afectados: tercero?responsable conductor:?milton james galeano henao c. c. 71277840 veh?culo: chevrolet npr amarilla, azul y roja 2011 placas:?snp867 aseguradora / empresa:?se desconoce da?os: punta derecha de bomper delantero;02090216nitn;guia bomper trasero izquierdo;1;1;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;03040016nidn;optico del. izq.;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02080020nndn;bisel mascara delantero;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02030014nnnn;broche carroceria;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02090725nndn;spoiler delantero;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02090200nndn;capot;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02090067nidn;tapabarro delantero izquierdo;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02090144nidn;puerta del. izq.;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02090146nitn;puerta tras. izq.;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02090145ndtn;puerta tras. der.;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02080008ndtn;moldura costado derecho;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02080016nidn;moldura tapabarro delantero izquierdo;12;12;OBJETADO
182214;2024-08-01 14:50:15.263632;camioneta;MAZDA;CX5;R 2.0 AUT;2016;asegurado detiene su vhs ,bajandose para realiza a una consulta , cuando vhs se desliza solo , sin conductor golpeando reja , cerco perimetral de una const ruccion de un edificio en construcccion . danos vhs asegurado : parte izquierda capot , mascarilla ,, rayadura ambas puertas ( lado izquierdo ) puerta lado dere cho , y danos por revisar . los barrotes sin danos;02090112nndn;parachoque del.;12;12;OBJETADO
176487;2024-07-17 08:43:50.463000;;FIAT;UNO;WAY MT 1400CC 5P 2AB AA ABS;2018;**ubicacion: calle 33 19 105 medellin **version: yo cuando ya alli donde estaba, fue que vi que el bomper estaba caido, no se que paso, no me di cuenta en el momento **danos: bomper trasero **celular: 3155090528 **e-mail: victoria.orozcom12@gmail.com **#ley 2251;02080019nntn;bocel bomper trasero;1;1;OBJETADO
219372;2024-11-14 10:25:05.505000;;CHEVROLET;DMAX [3];2.5L MT 2500CC 4X4 TD ABS 2AB AA;2016;"ubicacion: (direccion y ciudad del evento): 800 mts despues de la vereda el retiro. vereda el retiro km 6 via el retiro - altagracia - pereira - risaralda version de hechos: el dia 6 de noviembre de 2024, la camioneta uut720, tuvo un incidente en la puerta trasera derecha, debido a que cuando algunos colaboradores estaban regresando de la estacion experimental la catalina, se detuvieron un momento para que otra colaboradora se transbordara a otra camioneta; dicha camioneta quedo a una distancia corta y al momento de abrir la puerta, esta se movio un poco para que la colaboradora a transbordarse pudiera salir y sentarse, y ocasiono un dano leve danos del vehiculo: dano en puerta trasera derecha telefono: 3136863183 correo: carlosgonzalo.mejia@cafedecolombia.com";02090145ndtn;puerta trasero derecho;3;3;ENTREGADO
219372;2024-11-14 10:25:05.505000;;CHEVROLET;DMAX [3];2.5L MT 2500CC 4X4 TD ABS 2AB AA;2016;"ubicacion: (direccion y ciudad del evento): 800 mts despues de la vereda el retiro. vereda el retiro km 6 via el retiro - altagracia - pereira - risaralda version de hechos: el dia 6 de noviembre de 2024, la camioneta uut720, tuvo un incidente en la puerta trasera derecha, debido a que cuando algunos colaboradores estaban regresando de la estacion experimental la catalina, se detuvieron un momento para que otra colaboradora se transbordara a otra camioneta; dicha camioneta quedo a una distancia corta y al momento de abrir la puerta, esta se movio un poco para que la colaboradora a transbordarse pudiera salir y sentarse, y ocasiono un dano leve danos del vehiculo: dano en puerta trasera derecha telefono: 3136863183 correo: carlosgonzalo.mejia@cafedecolombia.com";02020005ednn;calcomania costado derecho;3;3;ENTREGADO
219372;2024-11-14 10:25:05.505000;;CHEVROLET;DMAX [3];2.5L MT 2500CC 4X4 TD ABS 2AB AA;2016;"ubicacion: (direccion y ciudad del evento): 800 mts despues de la vereda el retiro. vereda el retiro km 6 via el retiro - altagracia - pereira - risaralda version de hechos: el dia 6 de noviembre de 2024, la camioneta uut720, tuvo un incidente en la puerta trasera derecha, debido a que cuando algunos colaboradores estaban regresando de la estacion experimental la catalina, se detuvieron un momento para que otra colaboradora se transbordara a otra camioneta; dicha camioneta quedo a una distancia corta y al momento de abrir la puerta, esta se movio un poco para que la colaboradora a transbordarse pudiera salir y sentarse, y ocasiono un dano leve danos del vehiculo: dano en puerta trasera derecha telefono: 3136863183 correo: carlosgonzalo.mejia@cafedecolombia.com";03040038ndtn;stop derecho;3;3;ENTREGADO
122798;2024-02-01 11:41:46.733000;;MAZDA;CX30;GRAND TOURING LX TP 2500CC 7AB R18 TC CT 4X2;2022;ubicacio: a ikm de casco urbano de montenegro via armenia version de los hechos: sentimos un golpe en el carro cuando mire empece a tarjarse el parabrisas danos: dano en el parabrisas;04030002nnnn;pegante vidrio;3;3;ENTREGADO
122798;2024-02-01 11:41:46.733000;;MAZDA;CX30;GRAND TOURING LX TP 2500CC 7AB R18 TC CT 4X2;2022;ubicacio: a ikm de casco urbano de montenegro via armenia version de los hechos: sentimos un golpe en el carro cuando mire empece a tarjarse el parabrisas danos: dano en el parabrisas;02110031nnnn;sensor de lluvia;3;3;ENTREGADO
122798;2024-02-01 11:41:46.733000;;MAZDA;CX30;GRAND TOURING LX TP 2500CC 7AB R18 TC CT 4X2;2022;ubicacio: a ikm de casco urbano de montenegro via armenia version de los hechos: sentimos un golpe en el carro cuando mire empece a tarjarse el parabrisas danos: dano en el parabrisas;02110041nndn;vidrio panoramico delantero;3;3;ENTREGADO
250857;2025-02-07 11:10:17.580062;camioneta;JEEP;COMPASS LONGITUDE 4X4;2.4 AUT;2018;choque por alcance en autopista ruta 68, antes de llegar a tunel lo prado, autos detenidos en 3ra pista , tuvimos que frenar abruptamente, veh chocado lo maneja ba don oscar moreno valdivia rut 6022390-4, sin lesiones, solo danos en parachoq ue trasero;02090155nndn;refuerzo central parachoque delantero;5;5;OBJETADO
250857;2025-02-07 11:10:17.580062;camioneta;JEEP;COMPASS LONGITUDE 4X4;2.4 AUT;2018;choque por alcance en autopista ruta 68, antes de llegar a tunel lo prado, autos detenidos en 3ra pista , tuvimos que frenar abruptamente, veh chocado lo maneja ba don oscar moreno valdivia rut 6022390-4, sin lesiones, solo danos en parachoq ue trasero;02090112nndn;parachoque delantero;5;5;OBJETADO
250857;2025-02-07 11:10:17.580062;camioneta;JEEP;COMPASS LONGITUDE 4X4;2.4 AUT;2018;choque por alcance en autopista ruta 68, antes de llegar a tunel lo prado, autos detenidos en 3ra pista , tuvimos que frenar abruptamente, veh chocado lo maneja ba don oscar moreno valdivia rut 6022390-4, sin lesiones, solo danos en parachoq ue trasero;02080016nidn;moldura tapabarro delantero izquierdo;5;5;OBJETADO
250857;2025-02-07 11:10:17.580062;camioneta;JEEP;COMPASS LONGITUDE 4X4;2.4 AUT;2018;choque por alcance en autopista ruta 68, antes de llegar a tunel lo prado, autos detenidos en 3ra pista , tuvimos que frenar abruptamente, veh chocado lo maneja ba don oscar moreno valdivia rut 6022390-4, sin lesiones, solo danos en parachoq ue trasero;02090067nidn;tapabarro delantero izquierdo;5;5;OBJETADO
250857;2025-02-07 11:10:17.580062;camioneta;JEEP;COMPASS LONGITUDE 4X4;2.4 AUT;2018;choque por alcance en autopista ruta 68, antes de llegar a tunel lo prado, autos detenidos en 3ra pista , tuvimos que frenar abruptamente, veh chocado lo maneja ba don oscar moreno valdivia rut 6022390-4, sin lesiones, solo danos en parachoq ue trasero;02090207nnds;frontal superior;5;5;OBJETADO
177050;2024-07-18 08:50:13.933040;camioneta;MITSUBISHI;OUTLANDER;CVT 2.0 AUT;2021;estacione mi vehiculo como de costumbre y al regresar me percate que tenia aboll adura en el parachoques y maletero. - foco pequeno lateral izquierdo trasero par achoques y maletero.;02080019nntn;mold. parach. tras. central;11;11;OBJETADO
177050;2024-07-18 08:50:13.933040;camioneta;MITSUBISHI;OUTLANDER;CVT 2.0 AUT;2021;estacione mi vehiculo como de costumbre y al regresar me percate que tenia aboll adura en el parachoques y maletero. - foco pequeno lateral izquierdo trasero par achoques y maletero.;03040120nitn;farol izquierdo parachoques trasero;11;11;OBJETADO
177050;2024-07-18 08:50:13.933040;camioneta;MITSUBISHI;OUTLANDER;CVT 2.0 AUT;2021;estacione mi vehiculo como de costumbre y al regresar me percate que tenia aboll adura en el parachoques y maletero. - foco pequeno lateral izquierdo trasero par achoques y maletero.;03070001ennn;sensor de retroceso tras.;11;11;OBJETADO
177050;2024-07-18 08:50:13.933040;camioneta;MITSUBISHI;OUTLANDER;CVT 2.0 AUT;2021;estacione mi vehiculo como de costumbre y al regresar me percate que tenia aboll adura en el parachoques y maletero. - foco pequeno lateral izquierdo trasero par achoques y maletero.;02010153nntn;bisel sensor de retroceso;11;11;OBJETADO
177050;2024-07-18 08:50:13.933040;camioneta;MITSUBISHI;OUTLANDER;CVT 2.0 AUT;2021;estacione mi vehiculo como de costumbre y al regresar me percate que tenia aboll adura en el parachoques y maletero. - foco pequeno lateral izquierdo trasero par achoques y maletero.;02030014nnnn;broche carroceria;11;11;OBJETADO
177050;2024-07-18 08:50:13.933040;camioneta;MITSUBISHI;OUTLANDER;CVT 2.0 AUT;2021;estacione mi vehiculo como de costumbre y al regresar me percate que tenia aboll adura en el parachoques y maletero. - foco pequeno lateral izquierdo trasero par achoques y maletero.;02090045nntn;portalon;11;11;OBJETADO
177050;2024-07-18 08:50:13.933040;camioneta;MITSUBISHI;OUTLANDER;CVT 2.0 AUT;2021;estacione mi vehiculo como de costumbre y al regresar me percate que tenia aboll adura en el parachoques y maletero. - foco pequeno lateral izquierdo trasero par achoques y maletero.;02080007nntn;moldura portalon tras. central;11;11;OBJETADO
